country.x,dataset_key.x,dataset_party_id.x,name_short.x,name.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,description.x,comment.x,created.x,modified.x,external_id.x,partyfacts_id,linked.x,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y,description.y,comment.y,created.y,modified.y,external_id.y,linked.y
BEL,manifesto,21916,N-VA,Nieuw-Vlaamse Alliantie,New Flemish Alliance,2003,2010,17.4,2010,NA,NA,2014-02-08T21:29:15Z,2021-03-12T10:13:35Z,3694,36,2014-02-09T22:56:07Z,BEL,ches,110,VU; NVA,Volksunie; Nieuw-Vlaamse Alliantie,Peopleï¿½ï¿½ï¿½s Union; New Flemish Al,1999,2019,20.3,2014,NA,NA,2014-04-10T19:03:12Z,2021-03-12T10:14:18Z,3971,2016-08-03T09:15:48Z
BEL,manifesto,21421,PVV,Open Vlaamse Liberalen en Demokraten,Open Flemish Liberals and Democrats,1971,2010,15.4,2003,NA,NA,2013-01-01T18:16:54Z,2021-03-12T10:13:35Z,1580,49,2013-01-01T18:33:30Z,BEL,ches,107,VLD,Open Vlaamse Liberalen en Democraten,Open Flemish Liberals and Democrats,1999,2019,15.4,2003,NA,NA,2014-04-10T19:03:13Z,2021-03-12T10:14:18Z,4026,2015-08-05T13:10:43Z
BEL,manifesto,21522,PSC,Parti Social Chrï¿½ï¿½,Christian Social Party,1968,2010,11.7,1968,NA,NA,2013-01-01T18:18:16Z,2021-03-12T10:13:35Z,1966,633,2013-01-01T18:33:29Z,BEL,ches,108,PSC; CDH,Parti Social Chrï¿½ï¿½tien; Centre Dï¿½ï¿½mocrate H,Christian Social Party; Humanist Democratic Centre,1999,2019,5.9,1999,NA,NA,2014-04-10T19:03:13Z,2021-03-12T10:14:18Z,4049,2022-05-12T10:21:26Z
BEL,manifesto,21322,PS,Parti Socialiste,Francophone Socialist Party,1978,2010,15.7,1987,NA,NA,2013-01-01T18:17:16Z,2021-03-12T10:13:35Z,1680,500,2013-01-01T18:33:29Z,BEL,ches,102,PS,Parti Socialiste,Socialist Party,1999,2019,13.7,2010,NA,NA,2014-04-10T19:03:17Z,2021-03-12T10:14:18Z,4229,2014-05-03T17:32:26Z
BEL,manifesto,21330,SPIRIT,"Sociaal, Progressief, International, Regionalistisch, Integraal-democratisch en Toekomstgericht","Social, Progressive, International, Regionalist, Integrally Democartic  and Forward-Looking",2007,2007,0,2007,NA,NA,2014-02-08T21:29:14Z,2021-03-12T10:13:35Z,3661,7015,2019-05-02T11:49:35Z,BEL,ches,118,SLP; Spirit,Sociaal-Liberale Partij; Spirit,Social-Liberal Party; Spirit,2010,2010,0.1,2010,NA,NA,2014-04-10T19:03:17Z,2021-03-12T10:14:18Z,4222,2019-05-02T11:50:20Z
BEL,manifesto,21321,SP,Socialistische Partij Anders,Socialist Party Different,1978,2010,14.9,1987,NA,NA,2013-01-01T18:16:17Z,2021-03-12T10:13:35Z,1410,1680,2013-01-01T18:33:24Z,BEL,ches,103,SP; SPA,Socialistische Partij; Socialistische Partij Anders,Socialist Party; Socialist Party Diï¿½ï¿½ï¿,1999,2019,14.9,2003,NA,NA,2014-04-10T19:03:16Z,2021-03-12T10:14:18Z,4175,2019-05-02T11:50:53Z
BEL,manifesto,21914,VB,Vlaams Blok,Flemish Bloc,1978,2003,11.7,2003,NA,NA,2013-01-01T18:16:33Z,2021-03-12T10:13:35Z,1484,553,2013-01-01T18:33:31Z,BEL,ches,112,VB,Vlaams Blok; Vlaams Belang,Flemish Bloc; Flemish Interest,1999,2019,11.6,2003,NA,NA,2014-04-10T19:03:14Z,2021-03-12T10:14:18Z,4072,2014-05-03T17:32:26Z
BIH,manifesto,79957,BPS,Bosanskohercegovacka Patriotska Stranka,Bosnian-Herzegovinian Patriotic Party,2006,2006,2.7,2006,NA,NA,2018-08-02T13:23:06Z,2021-03-12T10:13:35Z,25068,3683,2018-08-02T13:23:06Z,BIH,ches,3010,BPS,Bosanskohercegovacka Patriotska Stranka,Bosnian-Herzegovian Patriotic Party,2014,2014,NA,NA,NA,NA,2015-12-13T17:48:41Z,2021-03-12T10:14:18Z,15816,2015-12-14T19:06:45Z
BIH,manifesto,79322,DF,Demokratska fronta,Democratic Front,2014,2014,9.2,2014,NA,NA,2017-03-13T21:05:04Z,2021-03-12T10:13:35Z,18709,4717,2017-08-06T13:29:19Z,BIH,ches,3008,DF,Demokratska Fronta,Democratic Front,2014,2014,NA,NA,NA,NA,2015-12-13T17:48:36Z,2021-03-12T10:14:18Z,15776,2015-12-15T09:29:12Z
BIH,manifesto,79956,HDZ 1990,Hrvatska demokratska zajednica 1990,Croatian Democratic Union 1990,2006,2014,3.7,2006,NA,NA,2017-03-13T21:05:08Z,2021-03-12T10:13:35Z,18728,3168,2017-06-18T06:31:46Z,BIH,ches,3005,HDZ 1990,Hrvatska Demokratska Zajednica 1990,Croatian Democratic Union 1990,2014,2014,NA,NA,NA,NA,2015-12-13T17:48:40Z,2021-03-12T10:14:18Z,15809,2015-12-14T19:06:19Z
BIH,manifesto,79953,HDZ BiH,Hrvatska demokratska zajednica Bosne i Hercegovine,Croatian Democratic Union of Bosnia and Herzegovina,1990,2014,15.6,1990,NA,NA,2013-01-01T18:17:27Z,2021-03-12T10:13:35Z,1734,1760,2013-01-01T18:33:38Z,BIH,ches,3004,HDZ BiH,Hrvatska Demokratska Zajednica Bosne i Hercegovine,Croatian Democratic Union of BiH,2014,2014,NA,NA,NA,NA,2015-12-13T17:48:33Z,2021-03-12T10:14:18Z,15752,2015-12-14T19:07:02Z
BIH,manifesto,79422,PDP RS,Partija demokratskog progresa Republike Srpske,Party of Democratic Progress of the Republika Srpska,2000,2006,6.4,2000,NA,NA,2013-01-01T18:17:36Z,2021-03-12T10:13:35Z,1773,1673,2013-01-01T18:33:40Z,BIH,ches,3011,PDP,Partija Demokratskog progresa,Party of Democratic Progress,2014,2014,NA,NA,NA,NA,2015-12-13T17:48:39Z,2021-03-12T10:14:18Z,15800,2015-12-14T19:07:16Z
BIH,manifesto,79730,SNSD,Savez nezavisnih socijaldemokrata,Alliance of Independent Social Democrats,2002,2014,19.1,2006,NA,NA,2017-03-13T21:05:01Z,2021-03-12T10:13:35Z,18693,292,2017-06-18T06:31:46Z,BIH,ches,3006,SNSD,Savez nezavisnih socijaldemokrata,Alliance of Independent Social Democrats,2014,2014,NA,NA,NA,NA,2015-12-13T17:48:29Z,2021-03-12T10:14:18Z,15713,2015-12-14T19:06:37Z
BIH,manifesto,79610,SBB BiH,Savez za bolju buduï¿½ï¿½nost Bosne i Hercego,Alliance for a Better Future of Bosnia and Herzegovina,2010,2014,8.7,2014,NA,NA,2017-03-13T21:05:00Z,2021-03-12T10:13:35Z,18689,3171,2018-06-20T10:51:32Z,BIH,ches,3009,SBB BiH,Savez za bolju buduï¿½ï¿½nost,Union for a Better Future of BiH,2014,2014,NA,NA,NA,NA,2015-12-13T17:48:39Z,2021-03-12T10:14:18Z,15798,2015-12-14T19:07:14Z
BIH,manifesto,79321,SDP BiH,Socijaldemokratska partija Bosne i Hercegovine,Social Democratic Party of Bosnia and Herzegovina,1998,2014,18,2000,NA,NA,2013-01-01T18:18:10Z,2021-03-12T10:13:35Z,1940,537,2013-01-01T18:33:41Z,BIH,ches,3003,SDP,Socijaldemokratska Partija Bosne i Hercegovine,Social Democratic Party of Bosnia and Herzegovina,2014,2014,NA,NA,NA,NA,2015-12-13T17:48:35Z,2021-03-12T10:14:18Z,15772,2015-12-14T19:07:21Z
BIH,manifesto,79955,SDS,Srpska demokratska stranka,Serbian Democratic Party,1990,2014,25.7,1990,NA,NA,2013-01-01T18:17:05Z,2021-03-12T10:13:35Z,1630,1166,2013-01-01T18:33:42Z,BIH,ches,3007,SDS,Srpska Demokratska Stranka,Serb Democratic Party,2014,2014,NA,NA,NA,NA,2015-12-13T17:48:40Z,2021-03-12T10:14:18Z,15811,2015-12-14T19:06:32Z
BIH,manifesto,79951,SDA,Stranka demokratske akcije,Party of Democratic Action,1990,2014,38,1996,NA,NA,2013-01-01T18:17:49Z,2021-03-12T10:13:35Z,1836,1454,2013-01-01T18:33:43Z,BIH,ches,3001,SDA,Stranka Demokratske Akcije,Party of Democratic Action,2014,2014,NA,NA,NA,NA,2015-12-13T17:48:34Z,2021-03-12T10:14:18Z,15754,2015-12-14T19:06:53Z
BGR,manifesto,80330,ABV,Alternativa za balgarsko vazrazhdane,Alternative for Bulgarian Revival,2014,2014,4.1,2014,NA,NA,2018-08-02T13:23:01Z,2021-03-12T10:13:36Z,25050,3187,2018-08-02T13:23:01Z,BGR,ches,2016,ABV,Alternativa za Balgarsko Vazrazhdane,Alternative for Bulgarian Revival,2014,2014,4.2,2014,NA,NA,2015-12-13T17:48:34Z,2021-03-12T10:14:18Z,15757,2015-12-13T17:53:45Z
BGR,manifesto,80630,BBZ,Balgariya bez tsenzura,Bulgaria without Censorship,2014,2014,5.7,2014,NA,NA,2018-08-02T13:23:00Z,2021-03-12T10:13:36Z,25045,3188,2018-08-02T13:23:00Z,BGR,ches,2015,BBT,Bulgaria bez Tsenzura,Bulgaria without Censorship,2014,2014,5.7,2014,NA,NA,2015-12-13T17:48:39Z,2021-03-12T10:14:18Z,15802,2015-12-13T17:53:44Z
BGR,manifesto,80813,BNS,Balgarski Naroden Sayuz,Bulgarian People's Union,2005,2005,5.2,2005,NA,NA,2014-02-08T21:29:09Z,2021-03-12T10:13:36Z,3590,263,2014-02-09T16:59:50Z,BGR,ches,2009,BNS,Bï¿½ï¿½lgarski Naroden Sï,Bulgarian Peopleï¿½ï¿½ï¿½s,2006,2010,5.2,2005,NA,NA,2014-04-10T19:03:13Z,2021-03-12T10:14:18Z,4036,2014-05-03T17:32:26Z
BGR,manifesto,80812,BZNS-AS,Balgarski Zemedelski Naroden Sayuz - Aleksandar Stambolijski,Bulgarian Agrarian Peopleï¿½ï¿½ï¿½s Union - Alexandar Stambo,1994,1994,0,1994,NA,NA,2013-01-01T18:17:42Z,2021-03-12T10:13:36Z,1803,2635,2018-11-11T19:04:40Z,BGR,ches,2019,Slavi,Trifonov Slavi Trifonov,Partyof Slavi Trifonov,2019,2019,NA,NA,NA,NA,2020-06-19T23:00:33Z,2021-03-12T10:14:19Z,46707,2020-06-20T19:49:03Z
BGR,manifesto,80229,DL,Demokratichna Levitsa,Democratic Left,1997,1997,22.1,1997,NA,composed of: BSP Bulgarska Socialisticheska Partiya (Bulgarian Socialist Party) BZNS-AS Bulgarski Zemedelski Naroden Sajuz - Aleksander Stanboliynski (Bulgarian Agrarian Peopleï¿½ï¿½ï¿½s Union - Alexander Stamboliysky) DE Dvisenie Ekoglasnost (Movement Ekogla,2013-01-01T18:18:25Z,2021-03-12T10:13:36Z,2012,1665,2014-06-28T09:00:02Z,BGR,ches,2003,KzB; BSP,Koalicija za Bï¿½ï¿½lgarija; BSPï¿½ï¿½ï¿½Lyav,Coalition for Bulgaria; BSPï¿½ï¿½ï¿½Left Bu,2002,2019,31,2005,NA,NA,2014-04-10T19:03:16Z,2021-03-12T10:14:18Z,4169,2014-05-03T17:32:26Z
BGR,manifesto,80610,DSB,Demokrati za Silna Balgariya,Democrats for a Strong Bulgaria,2005,2005,6.4,2005,NA,NA,2014-02-08T21:29:21Z,2021-03-12T10:13:36Z,3781,1195,2014-02-10T10:24:10Z,BGR,ches,2008,DSB,Demokrati za Silna Bï¿½ï¿½lga,Democrats for a Strong Bulgaria,2006,2019,6.4,2005,NA,NA,2014-04-10T19:03:14Z,2021-03-12T10:14:18Z,4070,2014-05-03T17:32:26Z
BGR,manifesto,80951,DPS,Dvizhenie za Prava i Svobodi,Movement for Rights and Freedoms,1990,2017,14.8,2014,NA,NA,2013-01-01T18:16:17Z,2021-03-12T10:13:36Z,1409,982,2013-01-01T18:33:35Z,BGR,ches,2004,DPS,Dviï¿½ï¿½enie za Prava i Svo,Movement for Rights and Freedoms,2002,2019,14.8,2014,NA,NA,2014-04-10T19:03:16Z,2021-03-12T10:14:18Z,4189,2014-05-03T17:32:26Z
BGR,manifesto,80510,GERB,Grazhdani za Evropeisko Razvitie Balgariya,Citizens for European Development of Bulgaria,2009,2017,39.7,2009,NA,NA,2014-02-08T21:29:12Z,2021-03-12T10:13:36Z,3637,760,2014-02-10T10:23:48Z,BGR,ches,2010,GERB,Grazhdani za evropeysko razvitie na Balgariya,Citizens for European Development of Bulgaria,2010,2019,39.7,2009,NA,NA,2014-04-10T19:03:18Z,2021-03-12T10:14:18Z,4257,2014-05-03T17:32:26Z
BGR,manifesto,80221,KzB,Koaliciya za Balgariya,Coalition for Bulgaria,2001,2017,31,2005,NA,NA,2013-01-01T18:16:52Z,2021-03-12T10:13:36Z,1570,1665,2013-01-01T18:33:35Z,BGR,ches,2003,KzB; BSP,Koalicija za Bï¿½ï¿½lgarija; BSPï¿½ï¿½ï¿½Lyav,Coalition for Bulgaria; BSPï¿½ï¿½ï¿½Left Bu,2002,2019,31,2005,NA,NA,2014-04-10T19:03:16Z,2021-03-12T10:14:18Z,4169,2014-05-03T17:32:26Z
BGR,manifesto,80228,BSP-BZNS-AS-PKE,"Koalitsiya na Balgarska Sotsialisticheska Partiya, Balgarski Zemedelski Naroden Sayuz - Aleksandar Stambolijski i Politicheski klub 'Ekoglasnost'","Coalition of Bulgarian Socialist Party, Bulgarian Agrarian Peopleï¿½ï¿½ï¿½s Union - Alexandar Stambolijski and Political Club 'Ekogla",1991,1994,43.5,1994,NA,composed of: BSP Bulgarska Socialisticheska Partiya (Bulgarian Socialist Party) and eight minor parties,2013-01-01T18:17:38Z,2021-03-12T10:13:36Z,1782,1665,2014-06-28T09:01:18Z,BGR,ches,2003,KzB; BSP,Koalicija za Bï¿½ï¿½lgarija; BSPï¿½ï¿½ï¿½Lyav,Coalition for Bulgaria; BSPï¿½ï¿½ï¿½Left Bu,2002,2019,31,2005,NA,NA,2014-04-10T19:03:16Z,2021-03-12T10:14:18Z,4169,2014-05-03T17:32:26Z
BGR,manifesto,80902,NDSV,Nacionalno Dvizhenie Simeon Vtori,National Movement Simeon the Second,2001,2005,42.7,2001,NA,NA,2013-01-01T18:17:36Z,2021-03-12T10:13:36Z,1775,374,2013-01-01T18:33:36Z,BGR,ches,2001,NDSV,Nacionalno Dviï¿½ï¿½enie Simeon V,National Movement Simeon II,2002,2010,42.7,2001,NA,NA,2014-04-10T19:03:16Z,2021-03-12T10:14:18Z,4181,2014-05-03T17:32:26Z
BGR,manifesto,80710,ATAKA,Nacionalno Obedinenie Ataka,National Union Attack,2005,2014,9.4,2009,NA,NA,2014-02-08T21:29:13Z,2021-03-12T10:13:36Z,3646,1793,2014-02-10T10:24:04Z,BGR,ches,2007,NOA; Ataka,Nacionalno Obedinenie Ataka; Ataka,National Union Attack; Attack,2006,2019,9.4,2009,NA,NA,2014-04-10T19:03:13Z,2021-03-12T10:14:18Z,4046,2014-05-03T17:32:26Z
BGR,manifesto,80411,ODS,Obedineni Demokratichni Sili,United Democratic Forces,1997,2005,52.2,1997,NA,NA,2013-01-01T18:16:57Z,2021-03-12T10:13:36Z,1592,1183,2013-01-01T18:33:37Z,BGR,ches,2002,ODS; SDS,Obedineni Demokraticni Sili; Sayuz na demokratichnite sili,United Democratic Forces; Union of Democratic Forces,2002,2014,18.2,2001,NA,NA,2014-04-10T19:03:13Z,2021-03-12T10:14:19Z,4013,2014-05-03T17:36:13Z
BGR,manifesto,80620,RZS,"Red, Zakonnost i Spravedlivost","Order, Law and Justice",2009,2009,4.1,2009,NA,NA,2014-02-08T21:29:19Z,2021-03-12T10:13:36Z,3754,272,2014-02-10T10:23:40Z,BGR,ches,2012,RZS,"Red, zakonnost i spravedlivost","Order, Lawfullness, Justice",2010,2010,4.1,2009,NA,NA,2014-04-10T19:03:18Z,2021-03-12T10:14:19Z,4264,2014-05-03T17:32:26Z
BGR,manifesto,80640,NA,Volya,Will,2017,2017,4.1,2017,NA,NA,2018-08-02T13:23:10Z,2021-03-12T10:13:36Z,25081,5863,2018-08-02T13:23:10Z,BGR,ches,2017,Volya,Volya,Will,2019,2019,NA,NA,NA,NA,2020-06-19T23:00:36Z,2021-03-12T10:14:19Z,46719,2020-06-19T23:00:36Z
HRV,manifesto,81711,HDZ,Hrvatska demokratska zajednica,Croatian Democratic Union,1990,2016,45.2,1995,NA,NA,2013-01-01T18:16:53Z,2021-03-12T10:13:36Z,1574,1431,2013-01-01T18:34:53Z,HRV,ches,3101,HDZ,Hrvatska Demokratska Zajednica,Croatian Democratic Union,2014,2019,21.9,2011,NA,NA,2014-04-10T19:03:12Z,2021-03-12T10:14:19Z,3958,2014-05-03T17:32:26Z
HRV,manifesto,81712,HNS,Hrvatska narodna stranka - liberalni demokrati,Croatian Peopleï¿½ï¿½ï¿½s Party - Liberal Dem,1992,2007,8,2003,NA,NA,2013-01-01T18:17:38Z,2021-03-12T10:13:36Z,1784,799,2013-01-01T18:34:53Z,HRV,ches,3105,HNS,Hrvatska Narodna Strankaï¿½ï¿½ï¿½Liberalni Dem,Croatian Peopleï¿½ï¿½ï¿½s Partyï¿½ï¿½ï¿½Liber,2014,2019,6.7,2011,NA,NA,2014-04-10T19:03:13Z,2021-03-12T10:14:19Z,4043,2014-05-03T17:32:26Z
HRV,manifesto,81810,HSS,Hrvatska seljaï¿½ï¿½ka str,Croatian Peasant Party,1992,2011,10,2000,NA,NA,2013-01-01T18:16:17Z,2021-03-12T10:13:36Z,1412,72,2013-01-01T18:34:54Z,HRV,ches,3103,HSS,Hrvatska Seljaï¿½ï¿½ka Str,Croatian Peasant Party,2014,2019,0.6,2011,NA,NA,2014-04-10T19:03:17Z,2021-03-12T10:14:19Z,4217,2014-05-03T17:32:26Z
HRV,manifesto,81410,HSLS,Hrvatska socijalno-liberalna stranka,Croatian Social-Liberal Party,1992,1995,17.7,1992,NA,NA,2013-01-01T18:16:39Z,2021-03-12T10:13:36Z,1508,214,2013-01-01T18:34:54Z,HRV,ches,3104,HSLS,Hrvatska Socijalno Liberalna Stranka,Croatian Social Liberal Party,2014,2019,3,2011,NA,NA,2014-04-10T19:03:17Z,2021-03-12T10:14:19Z,4197,2014-05-03T17:32:26Z
HRV,manifesto,81713,HSP,Hrvatska stranka prava,Croatian Party of Rights,1992,2003,7.1,1992,NA,NA,2013-01-01T18:18:26Z,2021-03-12T10:13:36Z,2014,253,2013-01-01T18:34:55Z,HRV,ches,3109,HSP,Hrvatska Stranka Prava,Croatian Party of Rights,2014,2014,3,2011,NA,NA,2014-04-10T19:03:17Z,2021-03-12T10:14:19Z,4209,2014-05-03T17:32:26Z
HRV,manifesto,81957,HSU,Hrvatska stranka umirovljenika,Croatian Party of Pensioners,2003,2003,4,2003,NA,NA,2014-02-08T21:29:09Z,2021-03-12T10:13:36Z,3582,2062,2014-02-27T16:59:38Z,HRV,ches,3108,HSU,Hrvatska stranka umirovljenika,CroatianParty of Pensioners,2019,2019,NA,NA,NA,NA,2020-06-19T23:00:33Z,2021-03-12T10:14:19Z,46706,2020-06-19T23:00:33Z
HRV,manifesto,81952,HDSSB,Hrvatski demokratski savez Slavonije i Baranje,Croatian Democratic Assembly of Slavonia and Baranja,2007,2015,2.9,2011,NA,NA,2014-02-08T21:29:20Z,2021-03-12T10:13:36Z,3762,2347,2014-06-27T19:41:00Z,HRV,ches,3107,HDSSB,Hrvatski Demokrtski Sabor Slavonije i Baranje,Croatian Democratic Assembly of Slavonija and Baranja,2014,2019,3,2011,NA,NA,2014-04-10T19:03:15Z,2021-03-12T10:14:19Z,4137,2014-06-14T21:54:09Z
